Virus,Host,blastScore,crisprScore,mashScore,wishScore
NC_017969,NC_010741,NaN,NaN,0.484772,-1.41222
NC_017969,NC_017537,NaN,NaN,0.484772,-1.38011
NC_017969,NC_018589,NaN,NaN,0.484772,-1.37872
NC_017969,NC_017529,NaN,NaN,0.484772,-1.38015
NC_017969,NC_021830,NaN,NaN,0.484772,-1.37902
NC_017969,NC_015499,NaN,NaN,0.484772,-1.38207
NC_017969,NC_012563,NaN,NaN,0.484772,-1.38742
NC_017969,NC_020558,NaN,NaN,0.484772,-1.38004
NC_017969,NC_017545,NaN,NaN,0.484772,-1.3792
NC_017969,NC_014365,NaN,NaN,0.484772,-1.46218
NC_017969,NC_017481,NaN,NaN,0.484772,-1.37553
NC_017969,NC_021838,NaN,NaN,0.484772,-1.37942
NC_017969,NC_016842,NaN,NaN,0.484772,-1.41214
NC_017969,NC_015714,NaN,NaN,0.484772,-1.41189
NC_017969,NC_018590,NaN,NaN,0.484772,-1.38131
NC_017969,NC_011586,NaN,NaN,0.484772,-1.37849
NC_017969,NC_014150,NaN,NaN,0.484772,-1.39719
NC_017969,NC_022665,NaN,NaN,0.484772,-1.38407
NC_017969,NC_020831,NaN,NaN,0.484772,-1.38368
NC_017969,NC_018587,NaN,NaN,0.484772,-1.38046
NC_017969,NC_021824,NaN,NaN,0.484772,-1.38039
NC_017969,NC_021179,NaN,NaN,0.484772,-1.41216
NC_017969,NC_010410,NaN,NaN,0.484772,-1.38002
NC_017969,NC_018722,NaN,NaN,0.484772,-1.41229
NC_017969,NC_000919,NaN,NaN,0.484772,-1.41213
NC_017969,NC_020557,NaN,NaN,0.484772,-1.38006
NC_017969,NC_021827,NaN,NaN,0.484772,-1.37904
NC_017969,NC_017268,NaN,NaN,0.484772,-1.41222
NC_017969,NC_017546,NaN,NaN,0.484772,-1.37869
NC_017969,NC_015565,NaN,NaN,0.484772,-1.39581
NC_017969,NC_007929,NaN,NaN,0.484772,-1.37531
NC_017969,NC_002973,NaN,NaN,0.484772,-1.38036
NC_017969,NC_016012,NaN,NaN,0.484772,-1.38491
NC_017969,NC_023028,NaN,NaN,0.484772,-1.37945
NC_017969,NC_011595,NaN,NaN,0.484772,-1.3797
NC_017969,NC_021839,NaN,NaN,0.484772,-1.38017
NC_017969,NC_019680,NaN,NaN,0.484772,-1.40497
NC_017969,NC_021508,NaN,NaN,0.484772,-1.41225
NC_017969,NC_021281,NaN,NaN,0.484772,-1.39483
NC_017969,NC_017547,NaN,NaN,0.484772,-1.38019
NC_017969,NC_018515,NaN,NaN,0.484772,-1.37446
NC_017969,NC_019556,NaN,NaN,0.484772,-1.38035
NC_017969,NC_010001,NaN,NaN,NaN,-1.36907
# Std,,28.487,NaN,0.0,0.015
NC_017971,NC_012491,66.0,NaN,NaN,-1.40219
NC_017971,NC_005125,NaN,NaN,0.484772,-1.41738
NC_017971,NC_007296,NaN,NaN,0.484772,-1.42086
NC_017971,NC_008022,NaN,NaN,0.484772,-1.42091
NC_017971,NC_004070,NaN,NaN,0.484772,-1.42117
NC_017971,NC_009656,NaN,NaN,0.484772,-1.4397
NC_017971,NC_014215,NaN,NaN,0.484772,-1.42089
NC_017971,NC_002737,NaN,NaN,0.484772,-1.4206
NC_017971,NC_014972,NaN,NaN,0.484772,-1.41036
NC_017971,NC_004606,NaN,NaN,0.484772,-1.4217
NC_017971,NC_003485,NaN,NaN,0.484772,-1.42151
NC_017971,NC_020888,NaN,NaN,0.484772,-1.40525
NC_017971,NC_017596,NaN,NaN,0.484772,-1.42079
NC_017971,NC_014394,NaN,NaN,0.484772,-1.40844
NC_017971,NC_009332,NaN,NaN,0.484772,-1.42183
NC_017971,NC_015589,NaN,NaN,0.484772,-1.41519
NC_017971,NC_006086,NaN,NaN,0.484772,-1.42026
NC_017971,NC_008023,NaN,NaN,0.484772,-1.42056
NC_017971,NC_021807,NaN,NaN,0.484772,-1.42072
NC_017971,NC_001382,NaN,NaN,NaN,-1.38651
# Std,,0.0,NaN,0.0,0.01
NC_017973,NC_016111,338.0,NaN,NaN,-1.35551
NC_017973,NC_017586,338.0,NaN,NaN,-1.35547
NC_017973,NC_009664,88.0,NaN,0.517779,-1.36813
NC_017973,NC_007498,NaN,NaN,0.517779,-1.37153
NC_017973,NC_011830,NaN,NaN,0.517779,-1.41695
NC_017973,NC_023061,NaN,NaN,0.517779,-1.36235
NC_017973,NC_014217,NaN,NaN,0.517779,-1.35819
NC_017973,NC_016612,NaN,NaN,0.517779,-1.38442
NC_017973,NC_016604,88.0,NaN,NaN,-1.32611
# Std,,125.0,NaN,0.0,0.023
NC_017974,NC_022546,404.0,NaN,NaN,-1.41207
NC_017974,NC_004347,144.0,NaN,0.517779,-1.41387
NC_017974,NC_005363,94.0,NaN,0.517779,-1.39266
NC_017974,NC_007205,106.0,NaN,0.517779,-1.42236
NC_017974,NC_007794,98.0,NaN,0.517779,-1.4228
NC_017974,NC_007908,98.0,NaN,0.517779,-1.40857
NC_017974,NC_008380,100.0,NaN,0.517779,-1.4184
NC_017974,NC_009524,132.0,NaN,0.517779,-1.42253
NC_017974,NC_010338,104.0,NaN,0.517779,-1.44224
NC_017974,NC_012791,100.0,NaN,0.517779,-1.44974
NC_017974,NC_012850,100.0,NaN,0.517779,-1.41875
NC_017974,NC_013421,258.0,NaN,0.517779,-1.39332
NC_017974,NC_014008,104.0,NaN,0.517779,-1.39315
NC_017974,NC_014010,96.0,NaN,0.517779,-1.40598
NC_017974,NC_014375,104.0,NaN,0.517779,-1.43413
NC_017974,NC_014541,294.0,NaN,0.517779,-1.40719
NC_017974,NC_014914,104.0,NaN,0.517779,-1.42231
NC_017974,NC_014923,98.0,NaN,0.517779,-1.42592
NC_017974,NC_014931,102.0,NaN,0.517779,-1.44662
NC_017974,NC_015458,98.0,NaN,0.517779,-1.40291
NC_017974,NC_016514,308.0,NaN,0.517779,-1.39567
NC_017974,NC_016642,120.0,NaN,0.517779,-1.38871
NC_017974,NC_016745,302.0,NaN,0.517779,-1.41919
NC_017974,NC_017845,244.0,NaN,0.517779,-1.39348
NC_017974,NC_017964,204.0,NaN,0.517779,-1.40003
NC_017974,NC_018108,104.0,NaN,0.517779,-1.42269
NC_017974,NC_018643,118.0,NaN,0.517779,-1.42272
NC_017974,NC_022247,102.0,NaN,0.517779,-1.44666
NC_017974,NC_022793,104.0,NaN,0.517779,-1.42001
NC_017974,NC_016050,NaN,NaN,0.517779,-1.42615
NC_017974,NC_006142,NaN,NaN,0.517779,-1.42191
NC_017974,NC_010263,NaN,NaN,0.517779,-1.42529
NC_017974,NC_017057,NaN,NaN,0.517779,-1.42287
NC_017974,NC_017048,NaN,NaN,0.517779,-1.42279
NC_017974,NC_016929,NaN,NaN,0.517779,-1.42338
NC_017974,NC_014664,NaN,NaN,0.517779,-1.41844
NC_017974,NC_015183,NaN,NaN,0.517779,-1.40643
NC_017974,NC_017560,NaN,NaN,0.517779,-1.4228
NC_017974,NC_019701,NaN,NaN,0.517779,-1.42006
NC_017974,NC_017043,NaN,NaN,0.517779,-1.42603
NC_017974,NC_016914,NaN,NaN,0.517779,-1.42538
NC_017974,NC_017065,NaN,NaN,0.517779,-1.42599
NC_017974,NC_009882,NaN,NaN,0.517779,-1.42517
NC_017974,NC_017044,NaN,NaN,0.517779,-1.42612
NC_017974,NC_016915,NaN,NaN,0.517779,-1.42566
NC_017974,NC_016913,NaN,NaN,0.517779,-1.4253
NC_017974,NC_017049,NaN,NaN,0.517779,-1.42275
NC_017974,NC_016931,NaN,NaN,0.517779,-1.42601
NC_017974,NC_020993,NaN,NaN,0.517779,-1.42187
NC_017974,NC_009719,NaN,NaN,0.517779,-1.41749
NC_017974,NC_007940,NaN,NaN,0.517779,-1.43184
NC_017974,NC_016911,NaN,NaN,0.517779,-1.42538
NC_017974,NC_016909,NaN,NaN,0.517779,-1.42522
NC_017974,NC_016930,NaN,NaN,0.517779,-1.42596
NC_017974,NC_009881,NaN,NaN,0.517779,-1.42458
NC_017974,NC_017051,NaN,NaN,0.517779,-1.42273
NC_017974,NC_017050,NaN,NaN,0.517779,-1.42282
NC_017974,NC_016639,NaN,NaN,0.517779,-1.42599
NC_017974,NC_007109,NaN,NaN,0.517779,-1.43179
NC_017974,NC_009883,NaN,NaN,0.517779,-1.43156
NC_017974,NC_017042,NaN,NaN,0.517779,-1.42611
NC_017974,NC_009900,NaN,NaN,0.517779,-1.42803
NC_017974,NC_020992,NaN,NaN,0.517779,-1.42195
NC_017974,NC_017066,NaN,NaN,0.517779,-1.42195
NC_017974,NC_016908,NaN,NaN,0.517779,-1.42549
NC_017974,NC_017062,NaN,NaN,0.517779,-1.42203
NC_017974,NC_009879,NaN,NaN,0.517779,-1.4232
NC_017974,NC_017056,NaN,NaN,0.517779,-1.42281
NC_017974,NC_012730,NaN,NaN,0.517779,-1.42995
NC_017974,NC_003103,NaN,NaN,0.517779,-1.42577
NC_017974,NC_000963,NaN,NaN,0.517779,-1.42283
NC_017974,NC_015866,NaN,NaN,0.517779,-1.4257
NC_017974,NC_012633,NaN,NaN,0.517779,-1.42603
NC_017974,NC_017058,NaN,NaN,0.517779,-1.42675
NC_017974,NC_001382,NaN,NaN,NaN,-1.38646
# Std,,83.589,NaN,0.0,0.012
NC_017976,NC_011658,442.0,NaN,0.537086,-1.38839
NC_017976,NC_016771,442.0,NaN,0.537086,-1.38855
NC_017976,NC_011658,442.0,NaN,0.537086,-1.38839
NC_017976,NC_016771,442.0,NaN,0.537086,-1.38855
NC_017976,NC_011999,60.0,NaN,NaN,-1.38378
# Std,,152.8,NaN,0.0,0.002
NC_017978,NC_008261,22594.0,NaN,0.757023,-1.26
NC_017978,NC_008262,124.0,37.0,NaN,-1.26631
NC_017978,NC_008261,22594.0,NaN,0.757023,-1.26
NC_017978,NC_020291,136.0,NaN,NaN,-1.2526
# Std,,11232.001,0.0,0.0,0.005
NC_017980,NC_008261,204.0,NaN,NaN,-1.35955
NC_017980,NC_009457,NaN,NaN,0.517779,-1.41404
NC_017980,NC_012578,NaN,NaN,0.517779,-1.41507
NC_017980,NC_012582,NaN,NaN,0.517779,-1.41404
NC_017980,NC_002505,NaN,NaN,0.517779,-1.41385
NC_017980,NC_016944,NaN,NaN,0.517779,-1.4127
NC_017980,NC_016445,NaN,NaN,0.517779,-1.41354
NC_017980,NC_018500,48.0,NaN,NaN,-1.35152
# Std,,78.0,NaN,0.0,0.025
NC_017984,NC_021733,1010.0,NaN,0.61372,-1.35026
NC_017984,NC_021729,662.0,NaN,0.6380399999999999,-1.34997
NC_017984,NC_017387,678.0,NaN,0.5989530000000001,-1.34899
# Std,,160.411,NaN,0.016,0.001
NC_018083,NC_008261,208.0,NaN,NaN,-1.35837
NC_018083,NC_003909,70.0,NaN,0.484772,-1.35248
NC_018083,NC_003997,48.0,NaN,0.484772,-1.352
NC_018083,NC_005364,48.0,NaN,0.484772,-1.39031
NC_018083,NC_005945,48.0,NaN,0.484772,-1.35199
NC_018083,NC_005957,48.0,NaN,0.484772,-1.3525
NC_018083,NC_006274,48.0,NaN,0.484772,-1.35253
NC_018083,NC_007530,48.0,NaN,0.484772,-1.35199
NC_018083,NC_008593,48.0,NaN,0.484772,-1.35596
NC_018083,NC_010184,58.0,NaN,0.484772,-1.35063
NC_018083,NC_010376,50.0,NaN,0.484772,-1.35755
NC_018083,NC_011658,48.0,NaN,0.484772,-1.3532
NC_018083,NC_011725,52.0,NaN,0.484772,-1.35167
NC_018083,NC_011772,54.0,NaN,0.484772,-1.35172
NC_018083,NC_011773,48.0,NaN,0.484772,-1.35218
NC_018083,NC_012581,48.0,NaN,0.484772,-1.35322
NC_018083,NC_012659,48.0,NaN,0.484772,-1.35199
NC_018083,NC_013062,48.0,NaN,0.484772,-1.38851
NC_018083,NC_015722,52.0,NaN,0.484772,-1.37714
NC_018083,NC_016771,48.0,NaN,0.484772,-1.35328
NC_018083,NC_016779,48.0,NaN,0.484772,-1.35116
NC_018083,NC_017208,50.0,NaN,0.484772,-1.35178
NC_018083,NC_017729,48.0,NaN,0.484772,-1.35179
NC_018083,NC_018491,54.0,NaN,0.484772,-1.35439
NC_018083,NC_018693,62.0,NaN,0.484772,-1.35096
NC_018083,NC_018877,50.0,NaN,0.484772,-1.35231
NC_018083,NC_020238,62.0,NaN,0.484772,-1.35317
NC_018083,NC_020376,50.0,NaN,0.484772,-1.3518
NC_018083,NC_021025,48.0,NaN,0.484772,-1.3903
NC_018083,NC_022781,50.0,NaN,0.484772,-1.35156
NC_018083,NC_022873,48.0,NaN,0.484772,-1.35266
NC_018083,NC_012472,NaN,NaN,0.484772,-1.35146
NC_018083,NC_017470,NaN,NaN,0.484772,-1.37683
NC_018083,NC_017200,NaN,NaN,0.484772,-1.35272
NC_018083,NC_016602,NaN,NaN,0.484772,-1.42288
NC_018083,NC_004722,NaN,NaN,0.484772,-1.35142
NC_018083,NC_014136,NaN,NaN,0.484772,-1.37115
NC_018083,NC_014724,NaN,NaN,0.484772,-1.37574
NC_018083,NC_015734,NaN,NaN,0.484772,-1.36729
NC_018083,NC_011969,NaN,NaN,0.484772,-1.35332
NC_018083,NC_014171,NaN,NaN,0.484772,-1.35234
NC_018083,NC_021047,NaN,NaN,0.484772,-1.4094
NC_018083,NC_018016,NaN,NaN,0.484772,-1.3734
NC_018083,NC_015214,NaN,NaN,0.484772,-1.37602
NC_018083,NC_013203,NaN,NaN,0.484772,-1.40223
NC_018083,NC_015276,NaN,NaN,0.484772,-1.3801
NC_018083,NC_014335,NaN,NaN,0.484772,-1.35318
NC_018083,NC_018500,48.0,NaN,NaN,-1.34937
# Std,,27.809,NaN,0.0,0.017
NC_018084,NC_008261,184.0,NaN,NaN,-1.35868
NC_018084,NC_003212,50.0,NaN,0.484772,-1.36
NC_018084,NC_004567,50.0,NaN,0.484772,-1.39133
NC_018084,NC_005364,50.0,NaN,0.484772,-1.39437
NC_018084,NC_010376,56.0,NaN,0.484772,-1.35689
NC_018084,NC_012225,52.0,NaN,0.484772,-1.37395
NC_018084,NC_012984,50.0,NaN,0.484772,-1.39273
NC_018084,NC_013062,54.0,NaN,0.484772,-1.38858
NC_018084,NC_013893,64.0,NaN,0.484772,-1.35583
NC_018084,NC_014010,48.0,NaN,0.484772,-1.40824
NC_018084,NC_014554,50.0,NaN,0.484772,-1.39126
NC_018084,NC_015975,68.0,NaN,0.484772,-1.40158
NC_018084,NC_016011,54.0,NaN,0.484772,-1.36256
NC_018084,NC_017353,64.0,NaN,0.484772,-1.35544
NC_018084,NC_020229,50.0,NaN,0.484772,-1.39181
NC_018084,NC_021025,50.0,NaN,0.484772,-1.39414
NC_018084,NC_021035,56.0,NaN,0.484772,-1.39595
NC_018084,NC_021047,48.0,NaN,0.484772,-1.40981
NC_018084,NC_021224,50.0,NaN,0.484772,-1.39359
NC_018084,NC_021514,50.0,NaN,0.484772,-1.39217
NC_018084,NC_022097,48.0,NaN,0.484772,-1.37642
NC_018084,NC_014169,NaN,NaN,0.484772,-1.45084
NC_018084,NC_009457,NaN,NaN,0.484772,-1.41553
NC_018084,NC_017505,NaN,NaN,0.484772,-1.416
NC_018084,NC_012578,NaN,NaN,0.484772,-1.41546
NC_018084,NC_013943,NaN,NaN,0.484772,-1.37876
NC_018084,NC_012582,NaN,NaN,0.484772,-1.41552
NC_018084,NC_015067,NaN,NaN,0.484772,-1.45242
NC_018084,NC_002505,NaN,NaN,0.484772,-1.41407
NC_018084,NC_017513,NaN,NaN,0.484772,-1.41867
NC_018084,NC_016944,NaN,NaN,0.484772,-1.41351
NC_018084,NC_017512,NaN,NaN,0.484772,-1.42032
NC_018084,NC_014136,NaN,NaN,0.484772,-1.37276
NC_018084,NC_006347,NaN,NaN,0.484772,-1.37272
NC_018084,NC_019952,NaN,NaN,0.484772,-1.47823
NC_018084,NC_010816,NaN,NaN,0.484772,-1.45029
NC_018084,NC_016776,NaN,NaN,0.484772,-1.373
NC_018084,NC_017514,NaN,NaN,0.484772,-1.41729
NC_018084,NC_015734,NaN,NaN,0.484772,-1.37065
NC_018084,NC_003116,NaN,NaN,0.484772,-1.4208
NC_018084,NC_014656,NaN,NaN,0.484772,-1.44871
NC_018084,NC_017517,NaN,NaN,0.484772,-1.4172
NC_018084,NC_017515,NaN,NaN,0.484772,-1.41658
NC_018084,NC_015722,NaN,NaN,0.484772,-1.37649
NC_018084,NC_004307,NaN,NaN,0.484772,-1.44953
NC_018084,NC_015589,NaN,NaN,0.484772,-1.38557
NC_018084,NC_016445,NaN,NaN,0.484772,-1.41393
NC_018084,NC_017219,NaN,NaN,0.484772,-1.44565
NC_018084,NC_013016,NaN,NaN,0.484772,-1.42281
NC_018084,NC_017221,NaN,NaN,0.484772,-1.44849
NC_018084,NC_018016,NaN,NaN,0.484772,-1.37593
NC_018084,NC_013203,NaN,NaN,0.484772,-1.40144
NC_018084,NC_017501,NaN,NaN,0.484772,-1.4177
NC_018084,NC_015565,NaN,NaN,0.484772,-1.38235
NC_018084,NC_011593,NaN,NaN,0.484772,-1.44574
NC_018084,NC_017518,NaN,NaN,0.484772,-1.41567
NC_018084,NC_015052,NaN,NaN,0.484772,-1.45353
NC_018084,NC_018500,48.0,NaN,NaN,-1.34811
# Std,,27.868,NaN,0.0,0.03
NC_018085,NC_020238,35020.0,NaN,0.79896,-1.29596
NC_018085,NC_020238,35020.0,NaN,0.79896,-1.29596
NC_018085,NC_020238,35020.0,NaN,0.79896,-1.29596
# Std,,0.0,NaN,0.0,0.0
NC_018086,NC_018065,82.0,NaN,NaN,-1.38578
NC_018086,NC_018221,60.0,30.0,NaN,-1.38466
NC_018086,NC_015602,52.0,NaN,0.484772,-1.38684
NC_018086,NC_015875,74.0,NaN,0.484772,-1.37996
NC_018086,NC_021314,NaN,NaN,0.484772,-1.37916
NC_018086,NC_017285,NaN,NaN,0.484772,-1.3841
NC_018086,NC_010338,NaN,NaN,0.484772,-1.48621
NC_018086,NC_015167,NaN,NaN,0.484772,-1.39844
NC_018086,NC_010730,NaN,NaN,0.484772,-1.39174
NC_018086,NC_005043,NaN,NaN,0.484772,-1.38241
NC_018086,NC_020195,NaN,NaN,0.484772,-1.39126
NC_018086,NC_022592,NaN,NaN,0.484772,-1.39371
NC_018086,NC_000922,NaN,NaN,0.484772,-1.38254
NC_018086,NC_014328,NaN,NaN,0.484772,-1.39374
NC_018086,NC_009617,NaN,NaN,0.484772,-1.39241
NC_018086,NC_002491,NaN,NaN,0.484772,-1.38238
NC_018086,NC_020135,NaN,NaN,0.484772,-1.38521
NC_018086,NC_002179,NaN,NaN,0.484772,-1.38421
NC_018086,NC_010001,50.0,NaN,NaN,-1.37466
# Std,,12.484,0.0,0.0,0.023
NC_018264,NC_010516,414.0,NaN,NaN,-1.35902
NC_018264,NC_010321,74.0,37.0,NaN,-1.35128
NC_018264,NC_014964,74.0,37.0,NaN,-1.35075
NC_018264,NC_015555,142.0,37.0,0.606907,-1.34374
NC_018264,NC_015555,142.0,37.0,0.606907,-1.34374
NC_018264,NC_019970,104.0,NaN,0.484772,-1.33892
# Std,,117.669,0.0,0.058,0.007
NC_018273,NC_015734,498.0,NaN,NaN,-1.36568
NC_018273,NC_014914,48.0,NaN,0.484772,-1.37446
NC_018273,NC_018108,48.0,NaN,0.484772,-1.37522
NC_018273,NC_021485,48.0,NaN,0.484772,-1.36376
NC_018273,NC_007296,NaN,NaN,0.484772,-1.36644
NC_018273,NC_008022,NaN,NaN,0.484772,-1.36572
NC_018273,NC_009009,NaN,NaN,0.484772,-1.38342
NC_018273,NC_017353,NaN,NaN,0.484772,-1.36088
NC_018273,NC_019042,NaN,NaN,0.484772,-1.37127
NC_018273,NC_007168,NaN,NaN,0.484772,-1.36686
NC_018273,NC_014497,NaN,NaN,0.484772,-1.39259
NC_018273,NC_013893,NaN,NaN,0.484772,-1.36208
NC_018273,NC_021175,NaN,NaN,0.484772,-1.38193
NC_018273,NC_013511,NaN,NaN,0.484772,-1.37588
NC_018273,NC_022237,NaN,NaN,0.484772,-1.37002
NC_018273,NC_022246,NaN,NaN,0.484772,-1.37038
NC_018273,NC_002967,NaN,NaN,0.484772,-1.39059
NC_018273,NC_022528,NaN,NaN,0.484772,-1.3904
NC_018273,NC_004545,NaN,NaN,0.484772,-1.38038
NC_018273,NC_003910,52.0,NaN,NaN,-1.35566
# Std,,179.607,NaN,0.0,0.01
NC_018274,NC_017549,16774.0,NaN,0.7376860000000001,-1.31098
NC_018274,NC_008463,66.0,32.0,NaN,-1.31289
NC_018274,NC_017549,16774.0,NaN,0.7376860000000001,-1.31098
NC_018274,NC_023066,11554.0,NaN,0.719681,-1.30357
# Std,,6822.689,0.0,0.008,0.004
NC_018276,NC_020156,128.0,NaN,NaN,-1.37863
NC_018276,NC_007335,60.0,NaN,0.484772,-1.39038
NC_018276,NC_014033,50.0,NaN,0.484772,-1.38291
NC_018276,NC_021281,50.0,NaN,0.484772,-1.40453
NC_018276,NC_008819,NaN,NaN,0.484772,-1.3898
NC_018276,NC_004461,NaN,NaN,0.484772,-1.39104
NC_018276,NC_017292,NaN,NaN,0.484772,-1.38813
NC_018276,NC_017289,NaN,NaN,0.484772,-1.38817
NC_018276,NC_014796,NaN,NaN,0.484772,-1.38798
NC_018276,NC_019391,NaN,NaN,0.484772,-1.38829
NC_018276,NC_017290,NaN,NaN,0.484772,-1.38813
NC_018276,NC_005295,NaN,NaN,0.484772,-1.39459
NC_018276,NC_020248,NaN,NaN,0.484772,-1.38838
NC_018276,NC_018626,NaN,NaN,0.484772,-1.38838
NC_018276,NC_010003,NaN,NaN,0.484772,-1.38508
NC_018276,NC_009707,NaN,NaN,0.484772,-1.38524
NC_018276,NC_021900,NaN,NaN,0.484772,-1.38783
NC_018276,NC_009714,NaN,NaN,0.484772,-1.37955
NC_018276,NC_006832,NaN,NaN,0.484772,-1.39441
NC_018276,NC_018627,NaN,NaN,0.484772,-1.38811
NC_018276,NC_018624,NaN,NaN,0.484772,-1.38821
NC_018276,NC_018625,NaN,NaN,0.484772,-1.3882
NC_018276,NC_022575,NaN,NaN,0.484772,-1.39225
NC_018276,NC_018621,NaN,NaN,0.484772,-1.388
NC_018276,NC_004061,NaN,NaN,0.484772,-1.39068
NC_018276,NC_017291,NaN,NaN,0.484772,-1.38807
NC_018276,NC_006831,NaN,NaN,0.484772,-1.39355
NC_018276,NC_017287,NaN,NaN,0.484772,-1.38809
NC_018276,NC_015470,NaN,NaN,0.484772,-1.38816
NC_018276,NC_018619,NaN,NaN,0.484772,-1.38809
NC_018276,NC_007912,NaN,NaN,NaN,-1.35804
# Std,,32.588,NaN,0.0,0.007
NC_018277,NC_020238,19734.0,NaN,0.764362,-1.32299
NC_018277,NC_020238,19734.0,NaN,0.764362,-1.32299
NC_018277,NC_020238,19734.0,NaN,0.764362,-1.32299
# Std,,0.0,NaN,0.0,0.0
NC_018278,NC_014664,108.0,NaN,NaN,-1.36125
NC_018278,NC_009719,50.0,NaN,0.484772,-1.36981
NC_018278,NC_010682,50.0,NaN,0.484772,-1.37481
NC_018278,NC_012856,50.0,NaN,0.484772,-1.37398
NC_018278,NC_013118,NaN,NaN,0.484772,-1.36776
NC_018278,NC_016589,NaN,NaN,0.484772,-1.36964
NC_018278,NC_012442,NaN,NaN,0.484772,-1.36873
NC_018278,NC_015858,NaN,NaN,0.484772,-1.36817
NC_018278,NC_007775,NaN,NaN,0.484772,-1.41738
NC_018278,NC_007624,NaN,NaN,0.484772,-1.36792
NC_018278,NC_016775,NaN,NaN,0.484772,-1.36834
NC_018278,NC_016796,NaN,NaN,0.484772,-1.36703
NC_018278,NC_021915,NaN,NaN,0.484772,-1.40935
NC_018278,NC_017250,NaN,NaN,0.484772,-1.36837
NC_018278,NC_014013,NaN,NaN,0.484772,-1.37936
NC_018278,NC_016777,NaN,NaN,0.484772,-1.36774
NC_018278,NC_010118,NaN,NaN,0.484772,-1.40079
NC_018278,NC_004311,NaN,NaN,0.484772,-1.36837
NC_018278,NC_021291,NaN,NaN,0.484772,-1.39331
NC_018278,NC_014752,NaN,NaN,0.484772,-1.36293
NC_018278,NC_017245,NaN,NaN,0.484772,-1.3687
NC_018278,NC_018416,NaN,NaN,0.484772,-1.39452
NC_018278,NC_016613,NaN,NaN,0.484772,-1.39841
NC_018278,NC_010104,NaN,NaN,0.484772,-1.36828
NC_018278,NC_017247,NaN,NaN,0.484772,-1.36871
NC_018278,NC_014624,NaN,NaN,0.484772,-1.4042
NC_018278,NC_017283,NaN,NaN,0.484772,-1.36858
NC_018278,NC_014004,NaN,NaN,0.484772,-1.40059
NC_018278,NC_006933,NaN,NaN,0.484772,-1.36776
NC_018278,NC_003318,NaN,NaN,0.484772,-1.36643
NC_018278,NC_010740,NaN,NaN,0.484772,-1.36772
NC_018278,NC_010167,NaN,NaN,0.484772,-1.3673
NC_018278,NC_009504,NaN,NaN,0.484772,-1.36952
NC_018278,NC_022908,NaN,NaN,0.484772,-1.36714
NC_018278,NC_022906,NaN,NaN,0.484772,-1.36724
NC_018278,NC_015717,NaN,NaN,NaN,-1.35122
# Std,,25.115,NaN,0.0,0.015
NC_018281,NC_017341,3474.0,NaN,0.589398,-1.3449
NC_018281,NC_002976,178.0,32.0,NaN,-1.34787
NC_018281,NC_009487,3424.0,NaN,0.6104350000000001,-1.34126
NC_018281,NC_009632,3424.0,NaN,0.6104350000000001,-1.34126
NC_018281,NC_009487,3424.0,NaN,0.6104350000000001,-1.34126
NC_018281,NC_009632,3424.0,NaN,0.6104350000000001,-1.34126
# Std,,1213.577,0.0,0.008,0.003
NC_018282,NC_009050,216.0,NaN,NaN,-1.34934
NC_018282,NC_003911,156.0,NaN,0.484772,-1.35817
NC_018282,NC_006513,106.0,NaN,0.484772,-1.34412
NC_018282,NC_007347,100.0,NaN,0.484772,-1.34773
NC_018282,NC_007645,108.0,NaN,0.484772,-1.36061
NC_018282,NC_007973,100.0,NaN,0.484772,-1.34443
NC_018282,NC_008048,56.0,NaN,0.484772,-1.36332
NC_018282,NC_008789,66.0,NaN,0.484772,-1.33845
NC_018282,NC_009485,98.0,NaN,0.484772,-1.34057
NC_018282,NC_009656,104.0,NaN,0.484772,-1.33554
NC_018282,NC_010338,76.0,NaN,0.484772,-1.33107
NC_018282,NC_010943,68.0,NaN,0.484772,-1.34569
NC_018282,NC_013173,62.0,NaN,0.484772,-1.33992
NC_018282,NC_013510,54.0,NaN,0.484772,-1.33442
NC_018282,NC_013729,54.0,NaN,0.484772,-1.33414
NC_018282,NC_013757,58.0,NaN,0.484772,-1.34818
NC_018282,NC_014119,70.0,NaN,0.484772,-1.36979
NC_018282,NC_014923,114.0,NaN,0.484772,-1.35091
NC_018282,NC_015259,102.0,NaN,0.484772,-1.33617
NC_018282,NC_015635,52.0,NaN,0.484772,-1.32961
NC_018282,NC_015947,58.0,NaN,0.484772,-1.34902
NC_018282,NC_015957,54.0,NaN,0.484772,-1.32166
NC_018282,NC_016109,64.0,NaN,0.484772,-1.3406
NC_018282,NC_016147,76.0,NaN,0.484772,-1.34709
NC_018282,NC_017671,58.0,NaN,0.484772,-1.34696
NC_018282,NC_021915,54.0,NaN,0.484772,-1.32703
NC_018282,NC_015976,NaN,NaN,0.484772,-1.34313
NC_018282,NC_011883,NaN,NaN,0.484772,-1.37323
NC_018282,NC_015136,NaN,NaN,0.484772,-1.36284
NC_018282,NC_016803,NaN,NaN,0.484772,-1.32728
NC_018282,NC_019954,NaN,NaN,0.484772,-1.44736
NC_018282,NC_015514,NaN,NaN,0.484772,-1.35964
NC_018282,NC_016830,NaN,NaN,0.484772,-1.34525
NC_018282,NC_015519,NaN,NaN,0.484772,-1.44733
NC_018282,NC_015508,NaN,NaN,0.484772,-1.36449
NC_018282,NC_005070,NaN,NaN,0.484772,-1.35563
